Timestamp,در کدام محدوده سنی هستید؟,جنسیت,خودتون رو متعلق به کدوم استان می دونین؟ بچه کجایین؟ (:,استان محل کار,چند سال تجربه کار تمام وقت دارید؟,آخرین وضعیت تحصیلی,چه مدارک بین المللی ای اخذ کرده اید,چند ساعت در هفته برای یادگیری تکنولوژی‌ها، زبان ها و ... جدید وقت می گذارید؟,چند ساعت در هفته برای پروژه‌های غیرکاری ولی مرتبط با حوزه کاری خود (برنامه نویسی، وبلاگنویسی، گزارش باگ، ...) وقت می گذارید؟,در سه ماه گذشته چند کتاب خوانده اید؟,زبان‌های برنامه‌نویسی مورد استفاده شما در پروژه‌ها کدامند؟,به جز زبان‌های فعلی‌تان، دوست دارید با چه زبان برنامه ای نویسی کار کنید؟,دیتابیس‌های مورد استفاده,سیستم عامل رومیزی شما کدام است؟,سیستم عامل سرور مورد علاقه شما,و وقتی صحبت از تلفن همراه باشد...,در چه محیطی برنامه نویسی می‌کنید,تم آی دی ای,از چه سورس کنترلی استفاده می کنید؟,تب یا اسپیس؟,نوشیدنی‌های اصلی شما چیست؟,کدام‌ها در مورد شما صدق می‌کند,به طور معمول چند دیوایس دیجیتال با خودتان حمل می کنید (شامل لپ تاپ، پخش کننده موزیک، موبایل،‌ کتابخوان، ...),حوزه کاری شما چیست,نوع شرکت شما کدام است؟,تعداد مجموع کارمندان شرکت (در صورتی که انفرادی کار می کنید: 1),متوسط درآمد ماهیانه شما (به تومان),محل کار چه خدماتی بیشتر از حقوق ارائه می دهد,چگونه کار می کنید؟,شیوه کار شما کدام است؟,در صورتی که ساعتی کار می کنید، حقوق ساعتی شما چقدر است؟ (تومان),چقدر از کاری که انتخاب کرده اید راضی هستید؟,آیا نکته ای هست که بخواهید اضافه کنید؟ بنویسید...,تیپ ,تغییر در بدن؟,سبک موسیقی,وضعیت رابطه,از کدام تکنولوزی ها استفاده می کنید,سبک لباس
2/24/2016 9:38:04,۲۳ تا ۲۹,مرد,کرمان,کرمان,هفت تا پانزده سال,فوق لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,دو یا سه,"Java, PHP, Javascript, Swift, SQL","Python, Ruby","MySQL/MariaDB, Postgresql, sqlite",OS X,Linux Debian,Android,"اتم, ایکس کد, محصولات جت برین",تیره,گیت,تب,قهوه,"بیشتر از یک نخ در روز سیگار می کشم, سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",3,"توسعه دهنده فول استک وب, توسعه دهنده موبایل, مدیر شرکت / پروژه / ...",شرکت های تولید نرم افزار,8,دو تا سه و نیم میلیون,قهوه،‌ چای و ... رایگان,تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,5,,,,,,,
2/24/2016 9:39:14,۲۳ تا ۲۹,مرد,تهران,تهران,یک تا سه سال,در حال تحصیل در فوق لیسانس,,هفت تا چهارده ساعت,هفت تا چهارده ساعت,یک,"C++, PHP, Javascript, SQL",Python,"MySQL/MariaDB, sqlite, Hadoop Based technoloties, MongoDB, Redis",OS X,Linux Ubuntu,Android,سابلایم,تیره,گیت,تفاوتی ندارد,قهوه,در رابطه نیستم ولی دوست داشتم بودم,4,"توسعه دهنده فول استک وب, توسعه دهنده موبایل, طراح, مدیر شرکت / پروژه / ...",بخش آی تی شرکت های غیر نرم افزاری (مانند مخابراتی‌ها، بانک ها، ...),100,پنج تا هفت میلیون,"باشگاه ورزشی داخل شرکت, قهوه،‌ چای و ... رایگان, پاداش بر اساس نتایج, برگزاری مراسم و تولدها در داخل شرکت, لپ تاپ, بیمه",نیمه وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین پنجاه تا صد,4,,,,,,,
2/24/2016 9:39:53,۲۳ تا ۲۹,مرد,تهران,تهران,زیر یکسال,در حال تحصیل در دوره لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,یک,"PHP, Javascript, SQL",Python,"MySQL/MariaDB, sqlite","Windows 8, Linux Ubuntu","Linux CentOS, Linux Debian, Linux Ubuntu",Android,"سابلایم, محصولات جت برین, محصولات اکلیپس, نت‌بینز",تیره,"گیت, مرکوریال",تب,"چای, آب","بیشتر از یک نخ در روز سیگار می کشم, بیشتر از سه بار در هفته ورزش می کنم, در رابطه نیستم ولی دوست داشتم بودم",,توسعه دهنده فول استک وب,شرکت های تولید نرم افزار,15,یک تا دو میلیون,,پروژه ای با شرکت‌ها,دورکاری کامل,زیر ده هزار,2,,,,,,,
2/24/2016 9:39:57,۳۰ تا ۳۹,مرد,تهران,تهران,یک تا سه سال,لیسانس,"Network (CCNA, MCSE, MCITP, ...), Linux (LPIC, ...), Security (CEH, MTA, ...), BSDA",هفت تا چهارده ساعت,هفت تا چهارده ساعت,یک,"Objective C, Swift","C, C++, Python, Ruby, Assembly, Go",sqlite,OS X,BSDs,iOS,"ایکس کد, ویم",تیره,گیت,تب,آب,"بیشتر از سه بار در هفته ورزش می کنم, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",2,توسعه دهنده موبایل,استارتاپ,16,یک تا دو میلیون,"باشگاه ورزشی داخل شرکت, قهوه،‌ چای و ... رایگان, برگزاری مراسم و تولدها در داخل شرکت",نیمه وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین ده تا بیست و پنج,5,,,,,,,
2/24/2016 9:40:28,۳۰ تا ۳۹,مرد,تهران,تهران,سه تا هفت سال,لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,هیچ,"PHP, Javascript, SQL, Bash","Java, C#, Python, Swift, Go",MySQL/MariaDB,Windows 10,Linux CentOS,Android,ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت),روشن,استفاده نمی کنم,تب,"چای, نوشابه, انواع ماء الشعیر, آب","سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",1,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده فرانت اند, مدیر سیستم, مدیر دیتابیس",شرکت های ارائه دهنده سرویس های مختلف,12,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,3,,,,,,,
2/24/2016 9:42:00,۲۳ تا ۲۹,مرد,مازندران,قم,سه تا هفت سال,لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,دو یا سه,"C++, PHP, Javascript","Java, Ruby","MS-SQL, sqlite, Microsfot accsess",Windows 10,"Windows Server 2016, Linux CentOS",Android,"سابلایم, اتم",از آی دی ای استفاده نمی کنم,"گیت, اس وی ان",اسپیس,دمنوش‌های متنوع,سیاست برایم مهم است,5,توسعه دهنده فرانت اند,شرکت های ارائه دهنده سرویس های مختلف,5,یک تا دو میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان, نماز جماعت در تمازخانه ",نیمه وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین ده تا بیست و پنج,5,,,,,,,
2/24/2016 9:42:04,۱۸ تا ۲۲,مرد,البرز,تهران,یک تا سه سال,در حال تحصیل کاردانی,,هفت تا چهارده ساعت,کمتر از دو ساعت,یک,"PHP, Javascript, SQL, Bash","Java, Python, Go","MySQL/MariaDB, MongoDB, Redis",OS X,"Linux CentOS, Linux Debian",iOS,"اتم, محصولات جت برین",تیره,گیت,اسپیس,"قهوه, انرژی زا, انواع ماء الشعیر","در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",2,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, مدیر دیتابیس",استارتاپ,20,یک تا دو میلیون,قهوه،‌ چای و ... رایگان,تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,4,,,,,,,
2/24/2016 9:42:41,۲۳ تا ۲۹,مرد,یزد,یزد,سه تا هفت سال,فوق لیسانس,"Network (CCNA, MCSE, MCITP, ...), Linux (LPIC, ...)",دو تا هفت ساعت,هفت تا چهارده ساعت,دو یا سه,"C, C++, C#, Python, Javascript, SQL, Bash","Java, Perl, Ruby, Assembly, Go","MS-SQL, MySQL/MariaDB, Postgresql, sqlite, MongoDB, Redis","Windows 7, OS X, Linux Arch","Linux CentOS, Linux ( Other )",Blackberry,"ویژوال استودیو, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), ایمکس",از آی دی ای استفاده نمی کنم,گیت,اسپیس,"چای, قهوه, انواع ماء الشعیر, آب",حداقل یک روز در میان دوش می گیرم,2,"توسعه دهنده بک اند, توسعه دهنده دسکتاپ, شبکه",شرکت های تولید نرم افزار,4,یک تا دو میلیون,"قهوه،‌ چای و ... رایگان, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,,3,,,,,,,
2/24/2016 9:46:02,۲۳ تا ۲۹,مرد,اصفهان,اصفهان,هفت تا پانزده سال,فوق لیسانس,,بیشتر از چهارده ساعت,هفت تا چهارده ساعت,هیچ,"Python, Javascript, SQL, Go, Bash",Ruby,"MySQL/MariaDB, Oracle, Postgresql","Windows 8, Linux Ubuntu","Linux CentOS, Linux Ubuntu",Android,محصولات جت برین,روشن,گیت,تب,"چای, آب","سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",6,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده فرانت اند, امنیت, طراح, مدیر شرکت / پروژه / ...",شرکت های تولید نرم افزار,2,دو تا سه و نیم میلیون,قهوه،‌ چای و ... رایگان,پروژه ای با شرکت‌ها,تمام وقت‌های کاری را در دفتر هستم,بین ده تا بیست و پنج,5,خیلی مخلصیم ... ارادتمند ........ @haj_mamed,,,,,,
2/24/2016 9:48:18,۲۳ تا ۲۹,مرد,تهران,تهران,سه تا هفت سال,لیسانس,,هفت تا چهارده ساعت,دو تا هفت ساعت,سه تا شش,"Java, Javascript","C, Groovy, Go","Oracle, Postgresql, Other NoSQLs (couch, raven, ...)",Linux Arch,Linux CentOS,Android,محصولات جت برین,تیره,گیت,اسپیس,"چای, قهوه, انواع ماء الشعیر","بیشتر از یک نخ در روز سیگار می کشم, سیاست برایم مهم است",1,توسعه دهنده بک اند,شرکت های تولید نرم افزار,300,هفت تا ده میلیون,بیمه,نیمه وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین بیست و پنج تا پنجاه,4,,,,,,,
2/24/2016 9:48:37,۲۳ تا ۲۹,مرد,کرمان,تهران,یک تا سه سال,فوق لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,دو یا سه,"PHP, Matlab","C++, Python, SQL, Go",MySQL/MariaDB,Linux Arch,Linux CentOS,Android,"سابلایم, ویم",تیره,گیت,اسپیس,"چای, قهوه, دمنوش‌های متنوع, آب","بیشتر از یک نخ در روز سیگار می کشم, سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",1,"توسعه دهنده فول استک وب, توسعه دهنده بک اند",شرکت های تولید نرم افزار,5,یک تا دو میلیون,"عضویت باشگاه های ورزشی یا هزینه ورزش, قهوه،‌ چای و ... رایگان, بیمه",نیمه وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین ده تا بیست و پنج,3,,,,,,,
2/24/2016 9:49:05,۲۳ تا ۲۹,مرد,بوشهر,اصفهان,سه تا هفت سال,لیسانس,"Linux (LPIC, ...)",هفت تا چهارده ساعت,کمتر از دو ساعت,دو یا سه,"Java, Python, PHP, Javascript, SQL, Bash","C++, Objective C, Swift","MS-SQL, Postgresql, sqlite","Windows 10, Linux Ubuntu",Linux Ubuntu,Android,نت بینز,روشن,گیت,تب,انواع ماء الشعیر,سیاست برایم مهم است,3,توسعه دهنده دسکتاپ,استارتاپ,7,دو تا سه و نیم میلیون,لپ تاپ,شرکت های خارجی,دورکاری کامل,ساعتی کار نمی کنم,4,,,,,,,
2/24/2016 9:49:32,۱۸ تا ۲۲,مرد,اصفهان,اصفهان,زیر یکسال,لیسانس,,بیشتر از چهارده ساعت,بیشتر از چهارده ساعت,هیچ,"Java, C#, PHP, SQL","Python, Javascript","MS-SQL, MySQL/MariaDB, sqlite",Windows 7,Windows Server 2016,Android,"ویژوال استودیو, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت)",روشن,گیت,اسپیس,چای,حداقل یک روز در میان دوش می گیرم,4,"توسعه دهنده فول استک وب, توسعه دهنده موبایل, توسعه دهنده دسکتاپ, مدیر شرکت / پروژه / ...",شرکت های ارائه دهنده سرویس های مختلف,4,یک تا دو میلیون,"قهوه،‌ چای و ... رایگان, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,4,,,,,,,
2/24/2016 9:50:43,۳۰ تا ۳۹,مرد,تهران,تهران,پانزده تا بیست و پنج,لیسانس,"Linux (LPIC, ...), Programming Languages (Java, MCP, ..), DB (Oracle, ..)",دو تا هفت ساعت,کمتر از دو ساعت,دو یا سه,"C, C++, Python, PHP, Perl, Javascript, Delphi / Pascal, SQL, Bash",Swift,"MySQL/MariaDB, MongoDB, Redis","Linux (other), Mac os","Linux CentOS, Linux Debian",iOS,"ویژوال استودیو, سابلایم, براکت",تیره,گیت,تب,"چای, قهوه, دمنوش‌های متنوع",,1,"توسعه دهنده بک اند, توسعه دهنده دسکتاپ, توسعه دهنده فرانت اند, طراح, تحلیلگر",شرکت های تولید نرم افزار,6,هفت تا ده میلیون,"قهوه،‌ چای و ... رایگان, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,5,,,,,,,
2/24/2016 9:51:42,۳۰ تا ۳۹,مرد,خراسان رضوی,خراسان رضوی,هفت تا پانزده سال,فوق لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,یک,"Java, C#, Javascript, SQL",C++,MS-SQL,Windows 8,Windows Server 2012,Android,"ویژوال استودیو, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), محصولات اکلیپس",گاهی روشن گاهی تیره,"گیت, تی اف اس",تب,"چای, قهوه, انواع ماء الشعیر, آب","سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",2,"توسعه دهنده بک اند, توسعه دهنده موبایل, تحلیلگر",شرکت های تولید نرم افزار,40,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,,4,,,,,,,
2/24/2016 9:52:03,۳۰ تا ۳۹,مرد,تهران,تهران,سه تا هفت سال,لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,یک,"Java, C#, Javascript, Swift, SQL","Python, Erlang, Haskell",MS-SQL,Windows 10,Windows Server 2016,"Dump phones (1100, ...)",ویژوال استودیو,روشن,"گیت, تی اف اس",تب,"چای, قهوه, آب","بیشتر از سه بار در هفته ورزش می کنم, حداقل یک روز در میان دوش می گیرم",2,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده موبایل, مدیر شرکت / پروژه / ...",شرکت های تولید نرم افزار,12,پنج تا هفت میلیون,"قهوه،‌ چای و ... رایگان, بیمه",تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,ساعتی کار نمی کنم,2,,,,,,,
2/24/2016 9:54:36,۳۰ تا ۳۹,مرد,تهران,تهران,هفت تا پانزده سال,فوق لیسانس,,دو تا هفت ساعت,هفت تا چهارده ساعت,دو یا سه,"Python, Perl, R, SQL, Bash",Go,"MySQL/MariaDB, Postgresql, sqlite, Hadoop Based technoloties, MongoDB, Redis","Linux Ubuntu, Linux Debian, Linux Fedora","Linux CentOS, Linux Debian",iOS,"اتم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), spyder",تیره,گیت,تب,"قهوه, نوشیدنی‌های الکلی, آب","سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",,"توسعه دهنده بک اند, مدیر سیستم, مدیر دیتابیس, دانشمند داده, امنیت, تحلیلگر",شرکت های تولید نرم افزار,30,سه و نیم تا پنج میلیون,"خوراکی و اسنک‌های رایگان داخل شرکت, برگزاری مراسم و تولدها در داخل شرکت, بیمه",نیمه وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین صد تا دویست,5,,,,,,,
