Timestamp,در کدام محدوده سنی هستید؟,جنسیت,خودتون رو متعلق به کدوم استان می دونین؟ بچه کجایین؟ (:,استان محل کار,چند سال تجربه کار تمام وقت دارید؟,آخرین وضعیت تحصیلی,چه مدارک بین المللی ای اخذ کرده اید,چند ساعت در هفته برای یادگیری تکنولوژی‌ها، زبان ها و ... جدید وقت می گذارید؟,چند ساعت در هفته برای پروژه‌های غیرکاری ولی مرتبط با حوزه کاری خود (برنامه نویسی، وبلاگنویسی، گزارش باگ، ...) وقت می گذارید؟,در سه ماه گذشته چند کتاب خوانده اید؟,زبان‌های برنامه‌نویسی مورد استفاده شما در پروژه‌ها کدامند؟,به جز زبان‌های فعلی‌تان، دوست دارید با چه زبان برنامه ای نویسی کار کنید؟,دیتابیس‌های مورد استفاده,سیستم عامل رومیزی شما کدام است؟,سیستم عامل سرور مورد علاقه شما,و وقتی صحبت از تلفن همراه باشد...,در چه محیطی برنامه نویسی می‌کنید,تم آی دی ای,از چه سورس کنترلی استفاده می کنید؟,از کدام تکنولوزی ها استفاده می کنید,تب یا اسپیس؟,نوشیدنی‌های اصلی شما چیست؟,تیپ ,تغییر در بدن؟,کدام‌ها در مورد شما صدق می‌کند,سبک موسیقی,وضعیت رابطه,به طور معمول چند دیوایس دیجیتال با خودتان حمل می کنید (شامل لپ تاپ، پخش کننده موزیک، موبایل،‌ کتابخوان، ...),حوزه کاری شما چیست,نوع شرکت شما کدام است؟,تعداد مجموع کارمندان شرکت (در صورتی که انفرادی کار می کنید: 1),متوسط درآمد ماهیانه شما (به تومان),محل کار چه خدماتی بیشتر از حقوق ارائه می دهد,چگونه کار می کنید؟,شیوه کار شما کدام است؟,در صورتی که ساعتی کار می کنید، حقوق ساعتی شما چقدر است؟ (تومان),چقدر از کاری که انتخاب کرده اید راضی هستید؟,آیا نکته ای هست که بخواهید اضافه کنید؟ بنویسید...
3/6/2017 23:20:02,۲۳ تا ۲۹,مرد,آذربایجان شرقی,تهران,یک تا سه سال,کاردانی,,دو تا هفت ساعت,دو تا هفت ساعت,یک,"Java, Python, Javascript","Scala, Go, Bash","Postgresql, sqlite, MongoDB",Linux Debian,Linux Debian,Android,"سابلایم, براکت, محصولات اکلیپس",تیره,"گیت, استفاده نمی کنم",کلاود,تفاوتی ندارد,"چای, قهوه, انرژی زا, آب","تی شرت, جین, تیره, اسپورت",,بیشتر از یک نخ در روز سیگار می کشم,"متال, راک, الکترونیک دنس",با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,2,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده فرانت اند, مدیر دیتابیس, مستند سازی","شرکت های تولید نرم افزار, استارتاپ, تولید مستقل محصول و فروش در سایت ها و پلتفرمها",2,یک تا دو میلیون,قهوه،‌ چای و ... رایگان,تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,,4,"امیدوارم که تفکیک و تخصصی شدن برنامه نویسی در هر بخش و حوزه هرچه زود تر صورت بگیرد..
و مجبور نباشیم فول استک بزنیم.. و اقیانوسی باشیم به عمق ۲ میلی متر...
و امید دارم که یک روز.. ایران هم کاملا پیشرفته و آپدیت باشد .. و ارزش کار برنامه نویسان .. و حقوقی که به آنها داده میشود .. کافی و ایده ال باشد .. "
3/6/2017 23:20:13,۱۸ تا ۲۲,مرد,خراسان رضوی,خراسان رضوی,یک تا سه سال,در حال تحصیل در دوره لیسانس,,هفت تا چهارده ساعت,کمتر از دو ساعت,هیچ,"C++, Javascript",Python,No Database,"Windows 10, Linux Ubuntu","Linux Ubuntu, Linux ( Other )",iOS,visual studio code,تیره,استفاده نمی کنم,بیلد سیستم ها,تب,"انواع ماء الشعیر, آب","تی شرت, جین, تیره, ساعت می بندم, اسپورت",,"بیشتر از سه بار در هفته ورزش می کنم, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",پاپ ایرانی,با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,3,توسعه دهنده فرانت اند,,1,زیر یک میلیون,,پروژه ای با شرکت‌ها,دورکاری کامل,,4,
3/6/2017 23:21:45,۲۳ تا ۲۹,مرد,اصفهان,اصفهان,زیر یکسال,فوق لیسانس,"Programming Languages (Java, MCP, ..), DNIIT",هفت تا چهارده ساعت,هفت تا چهارده ساعت,بیشتر از شش,"Java, Python","R, Matlab, Scala","MySQL/MariaDB, Hadoop Based technoloties, MongoDB",Linux Ubuntu,Linux Ubuntu,Android,محصولات جت برین,گاهی روشن گاهی تیره,گیت,"سورس کنترل, بیگ دیتا, کلاود, هوش مصنوعی",تب,"چای, قهوه, دمنوش‌های متنوع, آب","تی شرت, جین, پیرهن مردونه, ساعت می بندم",,"در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","سنتی, پاپ ایرانی, پاپ خارجی, راک, کانتری",بدون رابطه و بدون علاقه به شروع,2,"توسعه دهنده بک اند, توسعه دهنده موبایل, توسعه دهنده دسکتاپ, مدیر سیستم, دانشمند داده, تحلیلگر, مدیر شرکت / پروژه / ...","استارتاپ, تولید مستقل محصول و فروش در سایت ها و پلتفرمها",4,زیر یک میلیون,"قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت",پروژه ای مستقل,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,ساعتی کار نمی کنم,3,
3/6/2017 23:24:59,۱۸ تا ۲۲,مرد,البرز,البرز,سه تا هفت سال,در حال تحصیل در دوره لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,سه تا شش,"PHP, Javascript","Python, Javascript","MongoDB, Other NoSQLs (couch, raven, ...)",OS X,Windows Server 2016,"Android, iOS","ویژوال استودیو, اتم",تیره,گیت,"سورس کنترل, بیلد سیستم ها",اسپیس,"چای, قهوه, دمنوش‌های متنوع","تی شرت, تیره, ساعت می بندم, متفاوت از اکثریت",,"بیشتر از یک نخ در روز سیگار می کشم, حداقل یک روز در میان دوش می گیرم","کلاسیک, پاپ خارجی, بلوز, کانتری",با پارتنر دائم,3,"توسعه دهنده فول استک وب, توسعه دهنده موبایل, توسعه دهنده فرانت اند, طراح, مدیر شرکت / پروژه / ...",استارتاپ,2,یک تا دو میلیون,,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,ساعتی کار نمی کنم,5,
3/6/2017 23:30:16,۲۳ تا ۲۹,مرد,تهران,تهران,یک تا سه سال,در حال تحصیل در فوق لیسانس,,هفت تا چهارده ساعت,کمتر از دو ساعت,هیچ,"PHP, Javascript",Python,MySQL/MariaDB,Linux Ubuntu,Linux RedHat,Windows Phone,سابلایم,تیره,گیت,,تب,"چای, قهوه",اسپورت,,حداقل یک روز در میان دوش می گیرم,"رپ, الکترونیک دنس",با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,3,"توسعه دهنده فول استک وب, مدیر سیستم","شرکت های تولید نرم افزار, شرکت های پشتیبانی و دیگر خدمات نرم افزار",10,دو تا سه و نیم میلیون,,تمام وقت خصوصی,اکثر مواقع دورکاری و گاهی به دفتر می روم,,5,مرسی جادی جان که به فکر ما  و خودت هستی
3/6/2017 23:30:53,۲۳ تا ۲۹,مرد,تهران,تهران,سه تا هفت سال,لیسانس,,دو تا هفت ساعت,هفت تا چهارده ساعت,دو یا سه,"C++, Objective C, Swift","Java, Python","Other NoSQLs (couch, raven, ...)",OS X,Linux Ubuntu,iOS,ایکس کد,روشن,گیت,"سورس کنترل, کانتینرها, بیلد سیستم ها",تب,"چای, قهوه","جین, پیرهن مردونه, گجت پوشیدنی دارم (ساعت هوشمند، ...)",,"سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم","سنتی, پاپ ایرانی, دامبول",ازدواج کرده ام,5,توسعه دهنده موبایل,"شرکت های ارائه دهنده سرویس های مختلف, استارتاپ",4,پنج تا هفت میلیون,"قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, برگزاری مراسم و تولدها در داخل شرکت, بیمه",تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,ساعتی کار نمی کنم,5,
3/6/2017 23:33:37,۱۸ تا ۲۲,مرد,تهران,تهران,یک تا سه سال,در حال تحصیل در دوره لیسانس,"Programming Languages (Java, MCP, ..)",بیشتر از چهارده ساعت,بیشتر از چهارده ساعت,دو یا سه,Java,C++,"MS-SQL, sqlite, MongoDB",Windows 10,Windows Server 2008,Android,محصولات جت برین,روشن,استفاده نمی کنم,"تست های خودکار, بیگ دیتا",تب,آب,اسپورت,,"در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","کلاسیک, پاپ ایرانی",با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,3,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده موبایل, تحلیلگر, تست کننده","شرکت های تولید نرم افزار, استارتاپ",3,یک تا دو میلیون,بیمه,نیمه وقت خصوصی,اکثر مواقع دورکاری و گاهی به دفتر می روم,,5,"از نظر من برنامه نویسی یک برنامه نویس، بازتابی از زندگی درونی و اجتماعی خودشه. این که چقدر به زیرساخت ها اهمیت داده بشه نشونه متعهد بودن به شرایط فعلی وآینده هست، اینکه چقدر کامنت گذاشته بشه نشونه اهمیت دادن به دیگران هست و اینکه چقدر برناممون مفید واقع بشه نشونه عشق به دیگر و احترام به وقتی است که دیگران هنگام استفاده از برنامه ما صرف میکنن.
دیگران رو نمیدونم ولی اکثر اوقات من به برنامه نویسی میگذره و گاهی اوقات اونقدر غرق کار میشم که وقتی دور و برم رو نگاه میکنم، میبینم هی پسر الان ساعت هاست که به صفحه مانیتور زل زدی و داری کد میزنی! میتونستی این اوقات رو در کنار دوستات بگذرونی اما یه ماشین رو همدم خودت کردی... زندگی با یه ماشین میتونه توام با عشق و نفرت باشه اونجاش نفرته که بعد یه مدت میفهمی چشمان نازنینتو با خیره شده به صفحه با اراده خودت کم سو کردی و عشقش هم اونجایی نمود پیدا میکنه که ایده و هدفی که توی سرت داشتی رو تونستی بهش روح بدی و به مرحله اجرا برسونی.
ممنون از شما..."
3/6/2017 23:37:09,۳۰ تا ۳۹,مرد,تهران,تهران,هفت تا پانزده سال,کاردانی,"Windows (MCP, ...), Android",هفت تا چهارده ساعت,کمتر از دو ساعت,هیچ,"Java, C#, Python","Python, Scala","MS-SQL, Postgresql, sqlite",Linux Ubuntu,Linux Ubuntu,"Android, Blackberry",محصولات جت برین,تیره,گیت,سورس کنترل,تب,"قهوه, دمنوش‌های متنوع, آب","تی شرت, جین, پیرهن مردونه, رنگی رنگی, گجت پوشیدنی دارم (ساعت هوشمند، ...), اسپورت",,حداقل یک روز در میان دوش می گیرم,"کلاسیک, سنتی, پاپ خارجی, راک, رپ, بلوز, کانتری",ازدواج کرده ام,1,"توسعه دهنده فول استک وب, توسعه دهنده موبایل, طراح",شرکت های تولید نرم افزار,100,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,4,
3/6/2017 23:44:11,زیر ۱۸ سال,مرد,کرمان,کرمان,یک تا سه سال,در حال تحصیل کاردانی,,کمتر از دو ساعت,صفر,هیچ,PHP,"Java, Python",MS-SQL,OS X,"Linux Debian, Linux Ubuntu",iOS,"محصولات جت برین, محصولات اکلیپس",تیره,,,تب,"چای, دمنوش‌های متنوع","تی شرت, پیرهن مردونه, روشن, اسپورت",,در رابطه نیستم ولی دوست داشتم بودم,"پاپ ایرانی, رپ",بدون رابطه ولی علاقمند به شروع رابطه,1,توسعه دهنده بک اند,"استارتاپ, تولید مستقل محصول و فروش در سایت ها و پلتفرمها",1,دو تا سه و نیم میلیون,,نیمه وقت خصوصی,شخصی کار می کنم و در محل خودم,,4,
3/6/2017 23:42:44,۱۸ تا ۲۲,مرد,مازندران,تهران,یک تا سه سال,در حال تحصیل در دوره لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,دو یا سه,Javascript,"Java, Python, Matlab",MS-SQL,Linux Arch,Linux Ubuntu,Android,محصولات جت برین,تیره,گیت,,اسپیس,"چای, نوشابه","تی شرت, جین, تیره",,"بیشتر از یک نخ در روز سیگار می کشم, در رابطه نیستم ولی دوست داشتم بودم","پاپ خارجی, راک, الکترونیک دنس",بدون رابطه ولی علاقمند به شروع رابطه,2,توسعه دهنده فرانت اند,استارتاپ,10,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت",نیمه وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,ساعتی کار نمی کنم,3,
3/6/2017 23:43:22,۱۸ تا ۲۲,مرد,تهران,ریموت خارج از کشور,یک تا سه سال,در حال تحصیل کاردانی,,بیشتر از چهارده ساعت,بیشتر از چهارده ساعت,هیچ,Javascript,"Java, C++, Python, Ruby","MS-SQL, Oracle, Postgresql, sqlite, Hadoop Based technoloties, Redis","Linux Ubuntu, Linux Debian","Linux Debian, Linux Ubuntu",Android,محصولات جت برین,تیره,گیت,"سورس کنترل, بیلد سیستم ها",تب,"قهوه, نوشابه, نوشیدنی‌های الکلی, آب","تی شرت, جین",,"بیشتر از یک نخ در روز سیگار می کشم, سیاست برایم مهم است","کلاسیک, سنتی, پاپ ایرانی, پاپ خارجی, راک, رپ, easy listening, بلوز, کانتری",با پارتنر دائم,2,توسعه دهنده فرانت اند,استارتاپ,6,پنج تا هفت میلیون,"قهوه،‌ چای و ... رایگان, لپ تاپ",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین بیست و پنج تا پنجاه,1,من در کالیفرنیا کار میکنم تست دقیق طرح نشده بود برای ایرانیا ها ی خارج کشور. خیلی خوشحال میشم درنظر گرفته میشد. با تشکر. 
3/6/2017 23:43:38,۲۳ تا ۲۹,مرد,تهران,تهران,هفت تا پانزده سال,در حال تحصیل در فوق لیسانس,"Network (CCNA, MCSE, MCITP, ...), Linux (LPIC, ...)",دو تا هفت ساعت,دو تا هفت ساعت,دو یا سه,Java,"Objective C, Swift","MS-SQL, sqlite",Windows 10,"Windows Server 2012, Windows Server 2016, Linux CentOS",Android,محصولات اکلیپس,تیره,,"تست های خودکار, بیگ دیتا, کلاود",تب,"چای, قهوه, آب","تیره, ساعت می بندم",,"بیشتر از یک نخ در روز سیگار می کشم, بیشتر از سه بار در هفته ورزش می کنم, سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","کلاسیک, سنتی, پاپ ایرانی, رپ",با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,2,"توسعه دهنده موبایل, مدیر سیستم, شبکه","بخش آی تی شرکت های غیر نرم افزاری (مانند مخابراتی‌ها، بانک ها، ...), شرکت های ارائه دهنده سرویس های مختلف",100,دو تا سه و نیم میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان, کارت هدیه و کارت خرید, بیمه, بیمه تکمیلی",تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین صد تا دویست,4,
3/6/2017 23:51:25,۲۳ تا ۲۹,مرد,فارس,فارس,یک تا سه سال,لیسانس,"Programming Languages (Java, MCP, ..)",دو تا هفت ساعت,کمتر از دو ساعت,دو یا سه,"PHP, Javascript",C#,MySQL/MariaDB,Windows 10,Windows Server 2016,"iOS, Windows Phone","ویژوال استودیو, سابلایم, اتم, براکت",تیره,استفاده نمی کنم,کانتینرها,تب,"چای, آب","پیرهن مردونه, تیره, روشن, گجت پوشیدنی دارم (ساعت هوشمند، ...)",,"در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","پاپ خارجی, الکترونیک دنس",با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,2,"توسعه دهنده فرانت اند, طراح",,1,زیر یک میلیون,,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,بین بیست و پنج تا پنجاه,4,
