"Timestamp","در کدام محدوده سنی هستید؟","جنسیت","خودتون رو متعلق به کدوم استان می دونین؟ بچه کجایین؟ (:","استان محل کار","چند سال تجربه کار تمام وقت دارید؟","آخرین وضعیت تحصیلی","چه مدارک بین المللی ای اخذ کرده اید","چند ساعت در هفته برای یادگیری تکنولوژی‌ها، زبان ها و ... جدید وقت می گذارید؟","بیشترین یادگیری شما در کجا اتفاق می افتد؟","چند ساعت در هفته برای پروژه‌های غیرکاری ولی مرتبط با حوزه کاری خود (برنامه نویسی، وبلاگنویسی، گزارش باگ، ...) وقت می گذارید؟","در سه ماه گذشته چند کتاب [غیردرسی] خوانده اید؟","زبان‌های برنامه‌نویسی مورد استفاده شما در پروژه‌ها کدامند؟","به جز زبان‌های فعلی‌تان، دوست دارید با چه زبان برنامه ای نویسی کار کنید؟","دیتابیس‌های مورد استفاده","سیستم عامل رومیزی شما کدام است؟","سیستم عامل سرور مورد علاقه شما","و وقتی صحبت از تلفن همراه باشد...","در چه محیطی برنامه نویسی می‌کنید","تم آی دی ای","از چه سورس کنترلی استفاده می کنید؟","از کدام تکنولوزی ها استفاده می کنید","کدام سرویس برای شما بسیار پر استفاده است؟","تب یا اسپیس؟","نوشیدنی‌های مورد علاقه شما چیست؟","تیپ ","تغییر در بدن؟","کدام‌ها در مورد شما صدق می‌کند","سبک موسیقی","وضعیت رابطه","به طور معمول چند دیوایس دیجیتال با خودتان حمل می کنید (شامل لپ تاپ، پخش کننده موزیک، موبایل،‌ کتابخوان، ...)","حوزه کاری شما چیست","نوع شرکت شما کدام است؟","تعداد مجموع کارمندان شرکت (در صورتی که انفرادی کار می کنید: 1)","متوسط درآمد ماهیانه شما (به تومان)","محل کار چه خدماتی بیشتر از حقوق ارائه می دهد","چگونه کار می کنید؟","شیوه کار شما کدام است؟","در صورتی که ساعتی کار می کنید، حقوق ساعتی شما چقدر است؟ (تومان)","چقدر از کاری که انتخاب کرده اید راضی هستید؟","آیا برنامه نویسی یا مدیریت سیستم‌ها شغل اصلی شماست؟"
"2018/03/06 5:29:42 PM GMT+4:30","۱۸ تا ۲۲","مرد","مازندران","تهران","زیر یکسال","در حال تحصیل در دوره لیسانس","Programming Languages (Java, MCP, ..);DB (Oracle, ..)","دو تا هفت ساعت","کلاس‌های فیزیکی;ویدئوهای مستقل آموزشی","صفر","یک","Java;C++;C#;SQL","Javascript","Oracle","Windows 10","Windows Server 2003;Windows Server 2008;Windows Server 2012;Windows Server 2016","Android","ویژوال استودیو;ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت);محصولات جت برین","تیره","استفاده نمی کنم","","","","قهوه;نوشابه;آب","تی شرت;جین;ساعت می بندم;اسپورت","","سیاست برایم مهم است;حداقل یک روز در میان دوش می گیرم;به شکل مرتب بازی‌های کامپیوتری می‌کنم;اهل فیلم و سریال هستم","متال;راک","با پارتنر دائم","2","توسعه دهنده بک اند;توسعه دهنده دسکتاپ;بازی سازی","شرکت های تولید نرم افزار;استارتاپ","10","زیر یک میلیون","قهوه،‌ چای و ... رایگان;خوراکی و اسنک‌های رایگان داخل شرکت","پروژه ای مستقل","شخصی کار می کنم و در محل خودم","ساعتی کار نمی کنم","3","بله"
"2018/03/06 5:29:46 PM GMT+4:30","۲۳ تا ۲۹","مرد","کرمان","تهران","یک تا سه سال","لیسانس","","دو تا هفت ساعت","کتاب / خودآموزهای متنی;یادگیری از طریق انجام پروژه","کمتر از دو ساعت","دو یا سه","C++;Python;Bash","Scala;Go","Postgresql;sqlite","Linux (other)","Linux ( Other )","Android","سابلایم;محصولات جت برین","تیره","گیت","سورس کنترل;کانتینرها;تست های خودکار","استک اورفلو;ترلو;اسلک","اسپیس","آب","تی شرت;جین;پیرهن مردونه;رنگی رنگی;ساعت می بندم","","در رابطه نیستم ولی دوست داشتم بودم;حداقل یک روز در میان دوش می گیرم;طبیعت را دوست دارم","پاپ ایرانی;پاپ خارجی;رپ","بدون رابطه و بدون علاقه به شروع","2","توسعه دهنده بک اند;مدیر سیستم","استارتاپ","200","سه و نیم تا پنج میلیون","عضویت باشگاه های ورزشی یا هزینه ورزش;قهوه،‌ چای و ... رایگان;خوراکی و اسنک‌های رایگان داخل شرکت;پاداش بر اساس نتایج;آموزش خارج از شرکت;سفر، اردو، برنامه های تفریحی خارج شرکت به خرج شرکت;برگزاری مراسم و تولدها در داخل شرکت;بیمه;بیمه تکمیلی","تمام وقت خصوصی (شامل استارتاپ‌های جا افتاده)","تمام وقت‌های کاری را در دفتر هستم","","5","بله"
"2018/03/06 5:29:49 PM GMT+4:30","۲۳ تا ۲۹","مرد","تهران","تهران","سه تا هفت سال","لیسانس","","هفت تا چهارده ساعت","ویدئوهای مستقل آموزشی;یادگیری از طریق انجام پروژه","دو تا هفت ساعت","دو یا سه","C#;Javascript","C#","MS-SQL","Windows 10","Windows Server 2016","Android","ویژوال استودیو;براکت","تیره","استفاده نمی کنم","","استک اورفلو","تب","چای سیاه;نوشابه;نوشیدنی‌های الکلی","جین;پیرهن مردونه;اسپورت","","بیشتر از یک نخ در روز سیگار می کشم;سیاست برایم مهم است;حداقل یک روز در میان دوش می گیرم","پاپ ایرانی;رپ","","1","توسعه دهنده فرانت اند","شرکت های تولید نرم افزار","9","یک تا دو میلیون","قهوه،‌ چای و ... رایگان","تمام وقت خصوصی (شامل استارتاپ‌های جا افتاده)","تمام وقت‌های کاری را در دفتر هستم","","4","بله"
"2018/03/06 5:30:16 PM GMT+4:30","زیر ۱۸ سال","مرد","خوزستان","خوزستان","سه تا هفت سال","در حال تحصیل در دبیرستان یا پایینتر","Linux (LPIC, ...)","هفت تا چهارده ساعت","سایت‌های آموزش آنلاین خارجی","دو تا هفت ساعت","بیشتر از شش","Java;PHP;SQL","C#;Python;Javascript;Kotlin","MySQL/MariaDB","Linux Ubuntu;Linux Arch","Linux CentOS;Linux Ubuntu","Android;Dumb phones (1100, ...)","اتم;محصولات جت برین;محصولات اکلیپس","تیره","گیت","سورس کنترل","استک اورفلو;تلگرام برای کنترل پروژه","اسپیس","چای سیاه;چای سبز;قهوه;دمنوش‌های متنوع;انرژی زا;نوشابه;انواع ماء الشعیر;آب","تی شرت;جین;پیرهن مردونه;تیره;ساعت می بندم","","بیشتر از سه بار در هفته ورزش می کنم;در رابطه نیستم ولی دوست داشتم بودم;حداقل یک روز در میان دوش می گیرم;به شکل مرتب بازی‌های کامپیوتری می‌کنم;اهل فیلم و سریال هستم;طبیعت را دوست دارم;خودم رو گیک می دونم","کلاسیک;پاپ خارجی;متال;راک;رپ","بدون رابطه ولی علاقمند به شروع رابطه","1","توسعه دهنده بک اند;توسعه دهنده موبایل;توسعه دهنده دسکتاپ;بازی سازی","تولید مستقل محصول و فروش در سایت ها و پلتفرمها","1","یک تا دو میلیون","ناهار رایگان;قهوه،‌ چای و ... رایگان;خوراکی و اسنک‌های رایگان داخل شرکت","پروژه ای مستقل","دورکاری کامل","","4","بله"
"2018/03/06 5:30:26 PM GMT+4:30","۲۳ تا ۲۹","مرد","قم","قم","یک تا سه سال","لیسانس","","هفت تا چهارده ساعت","سایت‌های آموزش آنلاین داخلی;ویدئوهای مستقل آموزشی;یادگیری از طریق انجام پروژه","هفت تا چهارده ساعت","بیشتر از شش","PHP;Javascript","Python","MySQL/MariaDB","Windows 7","Windows Server 2008","Android","محصولات جت برین","گاهی روشن گاهی تیره","استفاده نمی کنم","","استک اورفلو","تب","چای سیاه;آب","پیرهن مردونه","","به شکل مرتب نماز می‌خونم;بیشتر از سه بار در هفته ورزش می کنم","","","2","مسئول فنی دانشکده","بخش آی تی شرکت های غیر نرم افزاری (مانند مخابراتی‌ها، بانک ها، ...)","1","یک تا دو میلیون","","پروژه ای مستقل","تمام وقت‌های کاری را در دفتر هستم","زیر ده هزار","3","خیر"
"2018/03/06 5:30:26 PM GMT+4:30","۲۳ تا ۲۹","مرد","تهران","آذربایجان غربی","یک تا سه سال","لیسانس","","هفت تا چهارده ساعت","سایت‌های آموزش آنلاین خارجی","کمتر از دو ساعت","هیچ","C;C++","Scala;Go","Other NoSQLs (couch, raven, ...)","Windows 10","","Android","qt creator","روشن","گیت","سورس کنترل;کانتینرها;ویکی‌های مربوط به پروژه","استک اورفلو","تب","چای سیاه;انرژی زا","اسپورت","","بیشتر از یک نخ در روز سیگار می کشم;سیاست برایم مهم است;اهل فیلم و سریال هستم","سنتی;پاپ ایرانی;پاپ خارجی;متال;راک;رپ;بلوز","با پارتنر دائم","4","توسعه دهنده بک اند","استارتاپ","10","یک تا دو میلیون","ناهار رایگان;قهوه،‌ چای و ... رایگان","تمام وقت خصوصی (شامل استارتاپ‌های جا افتاده)","تمام وقت‌های کاری را در دفتر هستم","ساعتی کار نمی کنم","3","بله"
"2018/03/06 5:30:55 PM GMT+4:30","۲۳ تا ۲۹","مرد","خراسان رضوی","خراسان رضوی","سه تا هفت سال","لیسانس","","کمتر از دو ساعت","یادگیری از طریق انجام پروژه","صفر","هیچ","Java;C#;PHP;Javascript;SQL;Bash","Python;Ruby;Scala;Go","MS-SQL;MySQL/MariaDB;Oracle;Postgresql;MongoDB;Redis;Other NoSQLs (couch, raven, ...)","Linux Ubuntu;Linux Debian","Linux Debian;Linux Ubuntu","Android","محصولات جت برین","روشن","گیت","سورس کنترل;کانتینرها;ویکی‌های مربوط به پروژه","استک اورفلو;تلگرام برای کنترل پروژه;اسلک","تب","چای سیاه;نوشابه;آب","پیرهن مردونه","","به شکل مرتب نماز می‌خونم;طبیعت را دوست دارم","پاپ ایرانی","ازدواج کرده ام","","توسعه دهنده بک اند;مدیر دیتابیس;تحلیلگر","شرکت های تولید نرم افزار","10","دو تا سه و نیم میلیون","قهوه،‌ چای و ... رایگان;بیمه","تمام وقت خصوصی (شامل استارتاپ‌های جا افتاده)","تمام وقت‌های کاری را در دفتر هستم","بین ده تا بیست و پنج","5","بله"
"2018/03/06 5:30:58 PM GMT+4:30","۲۳ تا ۲۹","مرد","خراسان رضوی","خراسان رضوی","یک تا سه سال","در حال تحصیل در فوق لیسانس","Linux (LPIC, ...)","کمتر از دو ساعت","کتاب / خودآموزهای متنی;ویدئوهای مستقل آموزشی","کمتر از دو ساعت","یک","C#;SQL","Python;PHP","MS-SQL","Windows 7","Windows Server 2008","Android","ویژوال استودیو;محصولات جت برین","روشن","استفاده نمی کنم","","","تب","قهوه;انواع ماء الشعیر","جین;پیرهن مردونه;تیره;ساعت می بندم","","حداقل یک روز در میان دوش می گیرم;مینیمالیست هستم و سعی می‌کنم زندگی را پیچیده نکنم;طبیعت را دوست دارم;خودم رو گیک می دونم","دامبول","با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام","2","توسعه دهنده دسکتاپ;طراح","","1","زیر یک میلیون","","پروژه ای مستقل","دورکاری کامل","","4","بله"
"2018/03/06 5:31:13 PM GMT+4:30","۳۰ تا ۳۹","مرد","قم","تهران","هفت تا پانزده سال","لیسانس","IBM z/OS- jes2- RACF- SYSPLEX- DB2 ...","بیشتر از چهارده ساعت","کتاب / خودآموزهای متنی","کمتر از دو ساعت","یک","Rexx programming & cobol","Java;Python;SQL","DB2","Windows 7","z/OS","Android","ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت);Editor z/OS","از آی دی ای استفاده نمی کنم","","","فروم های ibm مانند سایت ای داگ","تفاوتی ندارد","چای سیاه;نوشیدنی‌های الکلی","تی شرت;جین;ساعت می بندم;اسپورت","","بیشتر از یک نخ در روز سیگار می کشم;حداقل یک روز در میان دوش می گیرم;اهل فیلم و سریال هستم;طبیعت را دوست دارم;کنجکاو فقط تو محصولات IBM","کلاسیک;سنتی;پاپ ایرانی","رابطه های نا پایدار","3","مدیر سیستم;مدیر دیتابیس","شرکت های تولید نرم افزار","800","پنج تا هفت میلیون","کارت هدیه و کارت خرید;آموزش خارج از شرکت;بیمه;بیمه تکمیلی","تمام وقت دولتی با استخدام غیردائم","اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم","ساعتی کار نمی کنم","5","بله"
"2018/03/06 5:31:18 PM GMT+4:30","۲۳ تا ۲۹","مرد","تهران","تهران","سه تا هفت سال","فوق لیسانس","","دو تا هفت ساعت","سایت‌های آموزش آنلاین خارجی;ویدئوهای مستقل آموزشی","کمتر از دو ساعت","هیچ","C#;SQL","","MS-SQL","Windows 10","Windows Server 2016;Linux CentOS","Android","ویژوال استودیو;سابلایم","تیره","گیت;تی اف اس","سورس کنترل;بیلد سیستم ها;تست های خودکار;ویکی‌های مربوط به پروژه","استک اورفلو;ابزارهای مدیریت پروژه مایکروسافت","اسپیس","آب","تی شرت;جین;رنگی رنگی","","سیاست برایم مهم است;در رابطه نیستم ولی دوست داشتم بودم;به شکل مرتب بازی‌های کامپیوتری می‌کنم;اهل فیلم و سریال هستم;طبیعت را دوست دارم;خودم رو گیک می دونم","پاپ خارجی;متال;راک;رپ;کانتری","بدون رابطه ولی علاقمند به شروع رابطه","1","توسعه دهنده بک اند;توسعه دهنده موبایل","شرکت های تولید نرم افزار;شرکت های خارجی","100","پنج تا هفت میلیون","قهوه،‌ چای و ... رایگان;سفر، اردو، برنامه های تفریحی خارج شرکت به خرج شرکت;بیمه","شرکت های خارجی","دورکاری کامل","بین پنجاه تا صد","4","بله"
"2018/03/06 5:31:55 PM GMT+4:30","۲۳ تا ۲۹","مرد","تهران","تهران","یک تا سه سال","لیسانس","","بیشتر از چهارده ساعت","سایت‌های آموزش آنلاین خارجی;سایت‌های آموزش آنلاین داخلی;ویدئوهای مستقل آموزشی;یادگیری از طریق انجام پروژه","کمتر از دو ساعت","سه تا شش","PHP;Javascript","","MySQL/MariaDB;MongoDB;Redis;neo4j","OS X;Linux Ubuntu","Linux Ubuntu","Android;iOS","محصولات جت برین;vs code","تیره","گیت","سورس کنترل;کانتینرها;کلاود","استک اورفلو;ترلو","تب","چای سیاه;قهوه","پیرهن مردونه;ساعت می بندم","","حداقل یک روز در میان دوش می گیرم;مینیمالیست هستم و سعی می‌کنم زندگی را پیچیده نکنم;اهل فیلم و سریال هستم;خودم رو گیک می دونم","پاپ ایرانی","ازدواج کرده ام","1","توسعه دهنده فول استک وب;توسعه دهنده موبایل;توسعه دهنده دسکتاپ;مدیر دیتابیس","شرکت های ارائه دهنده سرویس های مختلف;استارتاپ","6","یک تا دو میلیون","بیمه","استارتاپ دیگران","تمام وقت‌های کاری را در دفتر هستم","","3","بله"
